movement_id,product_id,movement_type,quantity,movement_date
M005053,P018,IN,86,2025-08-24
M005054,P040,IN,44,2025-08-21
M005055,P026,IN,175,2025-05-29
M005056,P053,OUT,52,2025-09-15
M005057,P038,OUT,156,2025-05-28
M005058,P009,IN,167,2025-07-26
M005059,P016,OUT,93,2026-01-08
M005060,P040,IN,91,2025-09-06
M005061,P065,OUT,96,2025-10-16
M005062,P019,OUT,129,2025-03-14
M005063,P062,OUT,153,2025-11-05
M005064,P040,OUT,194,2025-05-05
M005065,P069,OUT,151,2025-06-02
M005066,P009,IN,118,2025-06-07
M005067,P032,IN,84,2026-02-21
M005068,P015,IN,190,2026-02-01
M005069,P070,OUT,143,2026-01-29
M005070,P054,IN,73,2025-04-29
M005071,P079,OUT,128,2025-11-14
M005072,P010,IN,5,2025-12-19
M005073,P096,IN,86,2025-12-25
M005074,P032,OUT,27,2025-11-25
M005075,P028,IN,87,2025-09-28
M005076,P055,OUT,190,2025-04-29
M005077,P034,OUT,37,2025-03-24
M005078,P088,IN,93,2025-08-10
M005079,P036,OUT,55,2025-04-06
M005080,P013,IN,16,2025-06-24
M005081,P011,OUT,162,2025-12-22
M005082,P012,IN,22,2025-10-30
M005083,P053,IN,148,2025-03-15
M005084,P003,IN,88,2026-02-26
M005085,P028,OUT,52,2025-10-12
M005086,P091,IN,99,2026-01-18
M005087,P092,OUT,154,2025-09-26
M005088,P083,IN,160,2025-05-20
M005089,P059,OUT,189,2025-04-08
M005090,P099,OUT,41,2025-11-25
M005091,P015,OUT,79,2025-08-05
M005092,P070,OUT,74,2025-12-03
M005093,P058,IN,33,2025-10-09
M005094,P065,IN,58,2026-02-02
M005095,P054,OUT,13,2026-02-13
M005096,P046,OUT,26,2025-08-27
M005097,P018,IN,79,2025-06-30
M005098,P100,IN,193,2025-06-16
M005099,P081,IN,44,2025-05-31
M005100,P053,IN,59,2025-08-06
M005101,P038,IN,198,2026-02-11
M005102,P025,OUT,126,2025-06-17
M005103,P031,IN,59,2025-06-08
M005104,P079,OUT,37,2025-06-20
M005105,P016,OUT,159,2025-06-24
M005106,P036,OUT,114,2025-05-12
M005107,P083,IN,22,2026-03-01
M005108,P042,OUT,11,2025-05-25
M005109,P025,OUT,47,2025-05-04
M005110,P093,OUT,18,2025-04-03
M005111,P033,IN,110,2025-06-02
M005112,P006,OUT,33,2025-09-01
M005113,P025,IN,21,2025-09-24
M005114,P002,OUT,83,2025-09-12
M005115,P037,OUT,82,2025-12-12
M005116,P051,IN,173,2025-03-12
M005117,P042,OUT,98,2025-04-30
M005118,P099,OUT,33,2025-06-14
M005119,P034,OUT,36,2025-05-27
M005120,P041,OUT,146,2025-10-20
M005121,P090,OUT,85,2025-09-05
M005122,P060,OUT,76,2025-08-19
M005123,P033,OUT,97,2025-06-06
M005124,P066,IN,79,2025-06-26
M005125,P097,IN,61,2025-09-07
M005126,P025,IN,182,2025-05-29
M005127,P053,IN,92,2025-12-01
M005128,P006,OUT,88,2025-09-30
M005129,P013,IN,147,2025-06-12
M005130,P062,IN,167,2025-10-25
M005131,P024,OUT,23,2025-07-20
M005132,P084,OUT,11,2025-06-29
M005133,P090,IN,163,2025-08-17
M005134,P071,OUT,113,2025-05-12
M005135,P052,OUT,100,2026-02-27
M005136,P070,OUT,17,2025-06-11
M005137,P023,OUT,119,2025-07-20
M005138,P019,OUT,26,2025-10-19
M005139,P016,IN,21,2026-01-09
M005140,P018,OUT,160,2025-10-19
M005141,P056,IN,175,2025-05-09
M005142,P037,IN,179,2025-09-24
M005143,P013,OUT,193,2026-02-28
M005144,P085,OUT,159,2025-09-22
M005145,P015,IN,172,2025-04-20
M005146,P032,IN,166,2025-11-29
M005147,P080,OUT,140,2025-06-11
M005148,P033,IN,11,2025-03-17
M005149,P068,OUT,93,2025-03-25
M005150,P014,IN,5,2025-05-27
M005151,P017,OUT,61,2025-07-11
M005152,P013,IN,127,2025-06-07
M005153,P100,IN,93,2025-11-02
M005154,P048,IN,63,2026-02-13
M005155,P056,OUT,184,2025-06-08
M005156,P052,OUT,172,2025-10-12
M005157,P030,IN,106,2025-08-14
M005158,P002,IN,100,2025-11-11
M005159,P064,OUT,167,2025-08-17
M005160,P090,OUT,140,2025-10-19
M005161,P004,OUT,25,2025-03-11
M005162,P041,OUT,76,2025-07-21
M005163,P072,OUT,151,2026-01-04
M005164,P033,IN,118,2025-09-14
M005165,P035,OUT,138,2025-09-21
M005166,P009,IN,193,2026-02-01
M005167,P006,IN,2,2026-02-26
M005168,P025,OUT,87,2025-06-06
M005169,P068,IN,34,2025-07-30
M005170,P069,IN,41,2025-03-14
M005171,P044,OUT,69,2025-11-24
M005172,P100,IN,162,2025-05-09
M005173,P093,OUT,182,2025-03-22
M005174,P078,IN,54,2025-03-10
M005175,P080,IN,67,2025-12-04
M005176,P037,IN,117,2026-02-06
M005177,P057,OUT,172,2026-01-14
M005178,P058,IN,89,2025-03-20
M005179,P058,OUT,36,2025-11-28
M005180,P079,OUT,87,2026-01-04
M005181,P053,OUT,124,2025-08-11
M005182,P041,IN,56,2025-10-11
M005183,P095,OUT,171,2025-06-19
M005184,P096,IN,36,2025-08-02
M005185,P011,IN,193,2025-05-29
M005186,P024,OUT,156,2025-09-01
M005187,P043,IN,10,2025-10-11
M005188,P036,OUT,196,2026-02-12
M005189,P074,OUT,167,2025-04-10
M005190,P071,OUT,112,2025-08-02
M005191,P053,IN,95,2025-12-22
M005192,P047,IN,128,2025-08-31
M005193,P031,OUT,51,2026-02-24
M005194,P014,IN,164,2026-02-13
M005195,P084,OUT,123,2025-08-24
M005196,P016,IN,29,2025-05-09
M005197,P082,OUT,20,2025-10-19
M005198,P046,OUT,96,2026-01-25
M005199,P020,IN,66,2025-11-15
M005200,P083,IN,54,2025-08-21
M005201,P080,OUT,159,2025-06-15
M005202,P051,OUT,88,2026-01-20
M005203,P087,IN,136,2025-08-26
M005204,P029,OUT,51,2025-10-19
M005205,P019,IN,180,2025-07-05
M005206,P066,OUT,71,2026-02-06
M005207,P064,OUT,54,2025-04-08
M005208,P066,OUT,108,2025-09-09
M005209,P043,IN,4,2025-05-29
M005210,P028,IN,104,2025-07-05
M005211,P037,IN,2,2026-01-09
M005212,P089,IN,27,2025-10-21
M005213,P075,OUT,194,2025-10-19
M005214,P100,OUT,135,2025-06-13
M005215,P001,IN,157,2025-10-04
M005216,P049,IN,115,2025-08-12
M005217,P058,OUT,159,2025-08-16
M005218,P034,OUT,177,2025-12-20
M005219,P027,OUT,89,2025-08-10
M005220,P099,IN,174,2025-07-27
M005221,P041,OUT,125,2025-11-11
M005222,P077,IN,185,2025-08-20
M005223,P022,OUT,34,2026-01-25
M005224,P059,OUT,20,2025-11-24
M005225,P012,OUT,167,2026-01-08
M005226,P090,IN,75,2026-01-04
M005227,P003,OUT,61,2025-10-08
M005228,P046,OUT,184,2025-06-10
M005229,P041,IN,125,2025-10-06
M005230,P092,OUT,189,2025-08-18
M005231,P056,IN,162,2025-09-23
M005232,P086,OUT,170,2025-07-21
M005233,P081,OUT,84,2025-08-11
M005234,P011,OUT,153,2025-08-15
M005235,P030,IN,188,2025-04-18
M005236,P063,IN,70,2025-12-06
M005237,P048,IN,70,2025-05-12
M005238,P013,IN,131,2025-11-04
M005239,P020,OUT,99,2025-04-20
M005240,P006,IN,79,2025-04-25
M005241,P002,OUT,90,2026-02-11
M005242,P005,OUT,8,2025-03-25
M005243,P064,IN,181,2026-01-17
M005244,P053,OUT,80,2025-09-29
M005245,P058,IN,88,2025-06-22
M005246,P089,OUT,179,2025-12-05
M005247,P056,OUT,96,2026-02-17
M005248,P039,OUT,187,2025-08-03
M005249,P089,IN,127,2025-08-28
M005250,P025,OUT,133,2025-06-24
M005251,P099,IN,135,2026-01-04
M005252,P077,OUT,179,2026-01-29
M005253,P029,IN,163,2025-12-20
M005254,P076,OUT,31,2025-05-19
M005255,P065,OUT,105,2025-05-15
M005256,P005,OUT,115,2026-03-06
M005257,P070,OUT,181,2025-08-24
M005258,P085,OUT,59,2026-03-08
M005259,P084,IN,20,2025-07-09
M005260,P045,IN,46,2025-09-21
M005261,P086,OUT,105,2025-11-14
M005262,P053,OUT,63,2025-05-18
M005263,P036,OUT,138,2026-01-07
M005264,P088,OUT,82,2025-09-15
M005265,P027,OUT,11,2025-09-04
M005266,P081,IN,87,2025-03-14
M005267,P018,IN,71,2025-04-29
M005268,P066,OUT,156,2025-07-03
M005269,P043,OUT,174,2025-09-03
M005270,P057,OUT,156,2025-07-25
M005271,P041,OUT,130,2025-11-04
M005272,P026,OUT,174,2025-05-20
M005273,P086,OUT,156,2025-10-17
M005274,P021,OUT,73,2025-06-04
M005275,P008,IN,121,2025-03-12
M005276,P079,IN,68,2026-01-15
M005277,P032,IN,154,2025-10-22
M005278,P004,IN,43,2025-07-27
M005279,P066,IN,97,2026-01-21
M005280,P055,IN,144,2025-03-10
M005281,P067,IN,123,2026-03-08
M005282,P073,IN,14,2025-04-13
M005283,P087,OUT,24,2025-08-30
M005284,P052,OUT,77,2025-09-03
M005285,P036,OUT,154,2025-08-17
M005286,P100,IN,13,2025-08-15
M005287,P013,OUT,92,2026-01-17
M005288,P093,IN,174,2026-03-08
M005289,P073,OUT,192,2025-12-05
M005290,P037,IN,118,2025-10-02
M005291,P010,OUT,144,2025-06-09
M005292,P052,IN,14,2026-02-12
M005293,P010,IN,195,2025-09-10
M005294,P017,IN,182,2025-09-23
M005295,P093,IN,196,2026-01-19
M005296,P087,OUT,108,2025-08-21
M005297,P088,IN,28,2025-11-21
M005298,P004,OUT,200,2025-09-01
M005299,P100,OUT,23,2025-10-03
M005300,P031,OUT,190,2025-11-07
M005301,P030,OUT,173,2025-11-19
M005302,P036,IN,107,2025-04-30
M005303,P096,OUT,133,2025-12-15
M005304,P030,IN,115,2025-07-31
M005305,P002,OUT,160,2025-04-05
M005306,P094,IN,186,2025-05-16
M005307,P027,OUT,3,2026-01-25
M005308,P083,IN,150,2025-05-26
M005309,P078,OUT,77,2025-06-29
M005310,P052,IN,119,2025-06-26
M005311,P053,IN,195,2025-04-15
M005312,P096,IN,110,2025-12-03
M005313,P062,IN,26,2026-01-30
M005314,P077,IN,11,2026-01-22
M005315,P002,IN,160,2025-11-06
M005316,P044,OUT,200,2025-12-27
M005317,P060,IN,192,2025-05-06
M005318,P019,IN,130,2025-10-25
M005319,P021,IN,24,2025-04-14
M005320,P086,OUT,66,2025-04-22
M005321,P045,IN,152,2025-06-06
M005322,P010,OUT,78,2025-12-25
M005323,P059,IN,186,2026-01-12
M005324,P065,OUT,72,2025-07-02
M005325,P010,IN,124,2026-02-26
M005326,P030,OUT,69,2025-04-16
M005327,P089,IN,173,2025-10-13
M005328,P050,IN,83,2025-10-25
M005329,P015,IN,178,2025-08-23
M005330,P077,OUT,193,2025-11-08
M005331,P022,OUT,114,2025-12-24
M005332,P056,IN,80,2025-09-28
M005333,P026,IN,96,2025-05-03
M005334,P069,IN,177,2025-08-26
M005335,P016,OUT,175,2025-11-08
M005336,P018,OUT,30,2025-05-20
M005337,P002,OUT,186,2025-08-25
M005338,P061,IN,53,2025-06-25
M005339,P046,OUT,144,2025-06-03
M005340,P044,IN,186,2025-05-28
M005341,P088,IN,178,2025-09-15
M005342,P055,IN,42,2025-10-05
M005343,P059,IN,66,2025-09-06
M005344,P072,IN,65,2025-10-21
M005345,P022,IN,86,2025-03-23
M005346,P024,IN,143,2025-05-17
M005347,P034,OUT,10,2025-10-06
M005348,P094,IN,195,2026-02-18
M005349,P095,IN,31,2025-10-29
M005350,P087,OUT,50,2025-11-29
M005351,P015,OUT,161,2025-10-25
M005352,P082,IN,60,2026-01-30
M005353,P045,OUT,44,2025-03-16
M005354,P095,IN,168,2026-01-04
M005355,P014,OUT,144,2025-06-07
M005356,P094,OUT,53,2025-09-12
M005357,P058,IN,28,2025-07-05
M005358,P026,IN,72,2025-12-24
M005359,P096,OUT,124,2025-07-31
M005360,P030,OUT,192,2025-08-24
M005361,P062,OUT,85,2025-05-01
M005362,P033,IN,1,2025-07-29
M005363,P074,IN,111,2025-07-01
M005364,P049,OUT,106,2026-02-09
M005365,P050,IN,40,2025-08-11
M005366,P093,OUT,176,2025-08-02
M005367,P061,IN,178,2025-05-13
M005368,P014,IN,48,2025-09-05
M005369,P066,IN,105,2025-05-04
M005370,P064,OUT,111,2025-11-18
M005371,P086,IN,24,2025-05-09
M005372,P089,OUT,14,2025-12-15
M005373,P045,OUT,34,2025-05-13
M005374,P077,OUT,15,2025-04-05
M005375,P054,IN,3,2026-03-07
M005376,P037,IN,42,2025-09-30
M005377,P100,OUT,130,2025-09-09
M005378,P087,OUT,69,2026-02-11
M005379,P048,IN,79,2026-01-04
M005380,P052,IN,187,2025-05-22
M005381,P002,IN,176,2025-05-27
M005382,P037,IN,59,2025-05-04
M005383,P022,IN,195,2026-02-17
M005384,P083,IN,131,2025-08-25
M005385,P091,OUT,60,2025-12-16
M005386,P064,IN,152,2026-02-22
M005387,P021,IN,133,2026-01-08
M005388,P027,IN,69,2025-12-27
M005389,P083,IN,99,2026-02-20
M005390,P023,IN,137,2025-10-19
M005391,P002,IN,51,2025-10-02
M005392,P049,IN,175,2025-08-13
M005393,P013,OUT,148,2025-06-23
M005394,P027,IN,63,2026-01-25
M005395,P026,IN,19,2025-08-12
M005396,P043,IN,105,2025-10-24
M005397,P037,OUT,155,2025-09-28
M005398,P045,OUT,36,2025-03-14
M005399,P002,OUT,109,2026-02-11
M005400,P015,OUT,106,2025-06-11
M005401,P030,OUT,33,2025-10-28
M005402,P028,OUT,106,2025-05-06
M005403,P043,IN,159,2025-07-12
M005404,P071,IN,92,2025-05-23
M005405,P009,OUT,179,2025-10-16
M005406,P095,IN,185,2025-06-05
M005407,P027,OUT,113,2026-01-30
M005408,P096,OUT,93,2025-08-03
M005409,P054,IN,64,2025-08-25
M005410,P020,IN,76,2025-09-01
M005411,P003,IN,1,2025-05-14
M005412,P025,IN,73,2025-07-19
M005413,P050,IN,40,2025-12-19
M005414,P050,IN,81,2025-08-16
M005415,P080,IN,20,2025-09-07
M005416,P014,OUT,57,2025-10-14
M005417,P057,OUT,42,2026-02-04
M005418,P049,IN,63,2025-12-16
M005419,P066,OUT,160,2025-04-15
M005420,P083,OUT,103,2025-12-11
M005421,P022,OUT,33,2025-04-26
M005422,P002,OUT,168,2025-11-17
M005423,P071,IN,162,2026-02-02
M005424,P045,OUT,7,2025-10-04
M005425,P072,IN,89,2025-03-31
M005426,P052,IN,107,2025-12-10
M005427,P085,OUT,11,2025-05-11
M005428,P056,OUT,5,2025-09-24
M005429,P073,IN,126,2026-02-07
M005430,P049,IN,111,2025-04-19
M005431,P079,OUT,101,2025-07-04
M005432,P091,IN,198,2025-08-31
M005433,P029,IN,40,2025-09-23
M005434,P098,IN,178,2025-07-03
M005435,P066,IN,98,2025-08-19
M005436,P088,OUT,165,2025-03-29
M005437,P001,IN,61,2025-09-07
M005438,P005,IN,180,2026-03-02
M005439,P074,IN,187,2025-06-14
M005440,P040,IN,43,2025-12-16
M005441,P094,OUT,6,2025-11-22
M005442,P082,OUT,55,2025-08-28
M005443,P069,IN,142,2025-12-20
M005444,P034,OUT,180,2025-07-17
M005445,P083,OUT,96,2026-02-06
M005446,P023,OUT,40,2025-11-25
M005447,P082,IN,140,2025-05-29
M005448,P026,IN,48,2025-08-25
M005449,P020,IN,82,2025-06-28
M005450,P038,OUT,155,2025-12-18
M005451,P092,IN,140,2025-06-27
M005452,P086,OUT,180,2026-02-07
M005453,P033,OUT,105,2025-08-10
M005454,P072,IN,157,2025-11-26
M005455,P078,OUT,172,2026-01-19
M005456,P092,IN,198,2026-01-26
M005457,P057,IN,9,2025-12-08
M005458,P072,IN,145,2026-01-03
M005459,P049,OUT,13,2025-11-25
M005460,P018,IN,61,2025-08-21
M005461,P032,IN,78,2025-10-09
M005462,P087,IN,174,2025-06-12
M005463,P076,OUT,129,2025-04-18
M005464,P073,OUT,62,2025-11-05
M005465,P040,IN,175,2025-08-22
M005466,P097,OUT,149,2025-07-31
M005467,P077,OUT,197,2025-07-28
M005468,P056,IN,186,2025-03-16
M005469,P031,IN,180,2025-11-05
M005470,P025,OUT,69,2026-01-11
M005471,P058,IN,43,2025-10-01
M005472,P084,IN,26,2025-03-18
M005473,P036,OUT,19,2026-02-20
M005474,P077,OUT,180,2026-01-27
M005475,P042,IN,145,2025-03-12
M005476,P059,IN,3,2025-11-17
M005477,P081,IN,112,2025-12-19
M005478,P048,IN,13,2026-02-22
M005479,P045,IN,173,2025-06-14
M005480,P032,IN,181,2025-09-22
M005481,P007,OUT,96,2025-04-25
M005482,P059,IN,141,2025-05-04
M005483,P098,OUT,77,2026-01-26
M005484,P077,OUT,4,2025-08-09
M005485,P077,OUT,194,2025-06-12
M005486,P065,OUT,56,2025-10-29
M005487,P058,OUT,74,2025-09-13
M005488,P071,IN,39,2025-08-19
M005489,P082,IN,1,2025-07-08
M005490,P047,OUT,54,2026-01-29
M005491,P028,OUT,193,2026-02-27
M005492,P065,IN,141,2025-08-30
M005493,P092,OUT,32,2025-11-20
M005494,P075,IN,150,2025-04-02
M005495,P066,OUT,187,2025-11-21
M005496,P082,IN,31,2026-02-12
M005497,P003,IN,41,2025-04-21
M005498,P023,IN,31,2025-04-11
M005499,P057,IN,62,2025-06-12
M005500,P085,IN,163,2025-04-17
M005501,P044,IN,169,2025-07-10
M005502,P003,OUT,135,2025-05-18
M005503,P081,OUT,139,2025-05-16
M005504,P032,IN,50,2025-03-20
M005505,P091,IN,102,2025-04-04
M005506,P035,IN,106,2025-05-09
M005507,P013,OUT,67,2025-11-11
M005508,P008,IN,78,2025-05-14
M005509,P050,IN,10,2025-06-09
M005510,P035,OUT,66,2026-01-30
M005511,P070,OUT,15,2025-04-23
M005512,P053,OUT,128,2025-07-16
M005513,P041,OUT,38,2025-10-04
M005514,P048,IN,62,2025-05-23
M005515,P029,OUT,95,2025-05-31
M005516,P061,IN,46,2025-09-07
M005517,P001,OUT,41,2025-07-23
M005518,P034,OUT,105,2025-10-09
M005519,P065,IN,9,2025-03-19
M005520,P074,IN,65,2026-02-07
M005521,P048,IN,20,2025-08-18
M005522,P095,OUT,123,2025-06-20
M005523,P026,IN,145,2025-03-27
M005524,P081,OUT,187,2025-11-23
M005525,P003,IN,44,2025-03-14
M005526,P019,OUT,81,2026-01-30
M005527,P089,OUT,126,2025-05-19
M005528,P075,OUT,127,2025-12-22
M005529,P009,OUT,88,2025-03-29
M005530,P044,OUT,189,2025-04-09
M005531,P037,OUT,27,2025-08-04
M005532,P059,IN,70,2026-02-04
M005533,P029,OUT,75,2025-11-14
M005534,P046,IN,35,2025-07-25
M005535,P069,OUT,170,2025-04-07
M005536,P054,OUT,156,2025-03-13
M005537,P090,OUT,171,2025-11-21
M005538,P070,OUT,101,2025-11-16
M005539,P072,OUT,151,2025-11-04
M005540,P014,IN,101,2025-07-12
M005541,P071,IN,181,2025-03-13
M005542,P039,OUT,169,2026-01-25
M005543,P080,OUT,45,2025-10-17
M005544,P049,OUT,28,2025-12-13
M005545,P009,IN,84,2025-10-16
M005546,P044,IN,138,2026-01-05
M005547,P049,IN,60,2025-10-05
M005548,P050,OUT,148,2025-12-20
M005549,P090,OUT,122,2026-01-06
M005550,P064,OUT,98,2025-08-03
M005551,P077,OUT,86,2025-10-05
M005552,P018,IN,192,2025-12-13
M005553,P074,IN,139,2025-06-13
M005554,P046,IN,152,2025-08-24
M005555,P028,IN,84,2025-06-02
M005556,P079,IN,191,2025-05-31
M005557,P051,OUT,79,2025-05-24
M005558,P003,IN,48,2025-08-26
M005559,P048,IN,126,2025-11-27
M005560,P027,OUT,34,2025-12-05
M005561,P028,OUT,131,2025-09-19
M005562,P037,OUT,113,2025-10-30
M005563,P089,OUT,5,2025-09-22
M005564,P018,OUT,8,2025-12-12
M005565,P009,IN,127,2026-02-24
M005566,P068,OUT,172,2025-12-30
M005567,P006,IN,9,2025-05-04
M005568,P036,OUT,74,2025-03-25
M005569,P099,IN,55,2025-12-16
M005570,P063,IN,122,2025-09-07
M005571,P095,IN,73,2026-01-05
M005572,P088,IN,93,2025-07-25
M005573,P069,OUT,112,2025-12-29
M005574,P029,OUT,46,2025-05-02
M005575,P038,OUT,114,2025-03-14
M005576,P019,IN,38,2025-08-20
M005577,P072,IN,58,2025-07-03
M005578,P082,OUT,101,2026-01-29
M005579,P068,IN,29,2025-03-11
M005580,P028,OUT,45,2025-09-22
M005581,P054,IN,24,2025-06-28
M005582,P038,IN,106,2025-10-14
M005583,P028,IN,72,2025-09-25
M005584,P032,OUT,20,2026-01-24
M005585,P030,IN,34,2025-09-08
M005586,P038,IN,78,2025-10-29
M005587,P079,OUT,131,2026-02-28
M005588,P072,IN,108,2025-03-28
M005589,P085,OUT,145,2026-02-16
M005590,P054,OUT,88,2026-01-06
M005591,P075,OUT,188,2025-03-22
M005592,P018,IN,53,2025-05-29
M005593,P049,OUT,180,2025-10-21
M005594,P097,IN,5,2025-09-25
M005595,P001,IN,66,2025-10-15
M005596,P017,OUT,30,2025-09-05
M005597,P048,IN,56,2025-05-25
M005598,P059,OUT,155,2025-04-26
M005599,P011,IN,132,2025-04-21
M005600,P007,IN,88,2025-03-19
M005601,P084,OUT,62,2025-09-17
M005602,P029,IN,161,2025-03-19
M005603,P100,IN,181,2025-12-25
M005604,P010,IN,184,2025-07-07
M005605,P086,IN,94,2025-07-07
M005606,P079,IN,138,2025-07-31
M005607,P051,OUT,138,2025-08-29
M005608,P070,OUT,186,2025-12-15
M005609,P021,IN,138,2025-10-05
M005610,P004,IN,75,2025-07-21
M005611,P050,IN,152,2026-01-11
M005612,P096,IN,182,2026-02-27
M005613,P047,OUT,187,2025-05-28
M005614,P007,OUT,145,2025-12-13
M005615,P090,IN,9,2025-08-31
M005616,P074,OUT,145,2025-06-13
M005617,P070,IN,164,2025-11-16
M005618,P075,OUT,40,2025-05-23
M005619,P074,IN,172,2026-02-26
M005620,P091,OUT,86,2026-01-04
M005621,P027,OUT,37,2025-08-14
M005622,P093,IN,146,2026-01-25
M005623,P055,IN,168,2025-10-23
M005624,P077,OUT,82,2025-09-02
M005625,P082,IN,126,2025-11-13
M005626,P056,OUT,200,2025-05-17
M005627,P089,IN,78,2025-08-16
M005628,P067,OUT,72,2025-10-18
M005629,P011,IN,67,2025-08-31
M005630,P031,OUT,77,2025-09-06
M005631,P009,OUT,83,2026-02-09
M005632,P081,IN,139,2025-07-07
M005633,P050,IN,138,2025-11-10
M005634,P020,OUT,165,2025-12-07
M005635,P021,IN,170,2025-09-23
M005636,P091,OUT,44,2025-12-09
M005637,P049,OUT,27,2025-11-16
M005638,P086,IN,37,2025-11-06
M005639,P010,OUT,112,2025-06-17
M005640,P061,OUT,33,2025-09-07
M005641,P007,IN,124,2025-06-22
M005642,P050,IN,39,2025-04-08
M005643,P093,IN,142,2026-01-15
M005644,P004,IN,58,2025-05-18
M005645,P019,IN,197,2025-04-08
M005646,P054,IN,17,2025-10-25
M005647,P062,OUT,107,2026-01-01
M005648,P038,IN,178,2025-04-08
M005649,P006,IN,117,2025-04-21
M005650,P048,IN,149,2025-06-08
M005651,P012,IN,55,2025-08-03
M005652,P041,OUT,89,2026-02-11
M005653,P062,OUT,200,2025-10-27
M005654,P087,IN,199,2026-01-08
M005655,P047,IN,92,2026-01-18
M005656,P042,IN,78,2025-10-12
M005657,P004,OUT,81,2025-08-18
M005658,P075,OUT,72,2025-03-18
M005659,P027,IN,95,2025-04-11
M005660,P044,OUT,179,2025-06-18
M005661,P060,IN,34,2025-04-27
M005662,P021,OUT,168,2025-10-16
M005663,P013,OUT,126,2025-06-27
M005664,P003,IN,72,2025-06-05
M005665,P066,IN,72,2025-09-25
M005666,P015,IN,44,2025-12-23
M005667,P050,OUT,165,2026-02-03
M005668,P027,IN,27,2025-09-22
M005669,P033,OUT,81,2025-03-30
M005670,P099,OUT,129,2025-09-21
M005671,P081,OUT,113,2025-05-31
M005672,P077,OUT,183,2025-05-18
M005673,P094,OUT,32,2025-10-13
M005674,P010,IN,89,2025-11-04
M005675,P034,IN,35,2025-09-18
M005676,P021,IN,47,2025-03-18
M005677,P008,OUT,129,2025-04-26
M005678,P076,IN,141,2025-11-21
M005679,P031,IN,83,2025-05-16
M005680,P029,IN,53,2025-12-09
M005681,P049,IN,2,2025-08-21
M005682,P013,OUT,71,2025-03-16
M005683,P007,IN,140,2025-07-30
M005684,P031,IN,25,2025-09-02
M005685,P039,IN,90,2025-11-17
M005686,P052,OUT,119,2025-05-21
M005687,P092,OUT,91,2025-11-02
M005688,P057,OUT,162,2025-08-07
M005689,P030,OUT,32,2025-11-20
M005690,P080,IN,149,2025-03-31
M005691,P010,IN,136,2025-08-28
M005692,P034,OUT,31,2025-06-08
M005693,P049,IN,79,2025-12-17
M005694,P053,IN,128,2025-08-25
M005695,P093,OUT,19,2025-06-14
M005696,P079,OUT,102,2026-02-16
M005697,P050,OUT,155,2025-08-05
M005698,P079,OUT,154,2025-12-28
M005699,P044,IN,111,2025-05-26
M005700,P082,IN,77,2025-06-02
M005701,P089,IN,83,2026-02-05
M005702,P078,IN,32,2025-11-19
M005703,P025,OUT,111,2026-02-26
M005704,P010,OUT,109,2025-05-13
M005705,P071,IN,12,2025-12-13
M005706,P038,OUT,73,2025-06-14
M005707,P029,OUT,185,2026-01-19
M005708,P020,OUT,113,2025-04-12
M005709,P023,OUT,99,2025-08-19
M005710,P100,IN,14,2025-08-24
M005711,P035,OUT,27,2025-06-15
M005712,P085,OUT,89,2025-12-17
M005713,P007,OUT,171,2025-10-13
M005714,P059,IN,8,2025-12-28
M005715,P063,IN,149,2025-12-22
M005716,P008,OUT,11,2025-07-09
M005717,P026,OUT,25,2025-10-25
M005718,P075,OUT,155,2025-05-26
M005719,P065,OUT,89,2025-09-04
M005720,P091,OUT,29,2025-05-05
M005721,P011,OUT,16,2025-04-18
M005722,P057,OUT,169,2026-01-08
M005723,P038,OUT,14,2025-10-20
M005724,P079,OUT,64,2025-09-05
M005725,P100,OUT,40,2025-06-06
M005726,P012,OUT,122,2025-03-27
M005727,P016,IN,139,2025-10-08
M005728,P026,OUT,9,2025-04-17
M005729,P042,OUT,147,2025-12-02
M005730,P072,IN,164,2025-12-25
M005731,P081,OUT,10,2025-03-28
M005732,P010,IN,172,2025-05-11
M005733,P079,IN,136,2025-10-29
M005734,P073,IN,13,2025-11-12
M005735,P040,OUT,47,2025-03-17
M005736,P035,OUT,34,2025-10-15
M005737,P087,IN,180,2025-11-27
M005738,P028,OUT,11,2025-08-11
M005739,P035,OUT,191,2025-10-09
M005740,P044,IN,8,2025-04-13
M005741,P017,IN,71,2025-04-28
M005742,P068,OUT,188,2025-08-21
M005743,P012,OUT,152,2025-12-13
M005744,P026,IN,23,2025-09-09
M005745,P008,IN,30,2025-12-15
M005746,P011,OUT,71,2026-02-27
M005747,P091,OUT,128,2025-05-14
M005748,P059,OUT,83,2025-04-03
M005749,P045,IN,81,2026-01-24
M005750,P010,OUT,191,2026-01-06
M005751,P093,OUT,20,2025-08-27
M005752,P087,OUT,175,2025-12-04
M005753,P037,IN,177,2026-01-24
M005754,P029,OUT,102,2025-08-21
M005755,P006,OUT,168,2025-03-11
M005756,P056,IN,72,2025-07-25
M005757,P093,IN,11,2025-08-18
M005758,P012,OUT,65,2025-10-07
M005759,P059,IN,132,2025-11-02
M005760,P033,IN,135,2025-04-29
M005761,P015,IN,131,2025-04-22
M005762,P037,OUT,114,2025-05-25
M005763,P026,IN,132,2025-04-24
M005764,P027,OUT,91,2025-10-22
M005765,P003,IN,9,2025-05-30
M005766,P039,IN,103,2025-08-29
M005767,P030,OUT,179,2026-02-02
M005768,P043,OUT,170,2026-01-24
