return_id,order_id,product_id,return_date,reason
R00575,O09473,P051,2026-02-17,Customer Changed Mind
R00576,O00150,P024,2025-12-21,Wrong Item
R00577,O09056,P081,2025-12-30,Customer Changed Mind
R00578,O03491,P098,2025-12-09,Defective
R00579,O05786,P080,2025-11-01,Wrong Item
R00580,O04002,P019,2025-12-17,Damaged
R00581,O03200,P068,2025-10-13,Wrong Item
R00582,O07801,P064,2026-02-23,Defective
R00583,O07353,P067,2025-05-01,Damaged
R00584,O01634,P081,2025-08-12,Damaged
R00585,O05208,P060,2026-02-10,Defective
R00586,O04073,P077,2025-09-10,Damaged
R00587,O06072,P007,2025-08-24,Wrong Item
R00588,O01371,P082,2026-01-19,Defective
R00589,O05035,P007,2025-10-20,Damaged
R00590,O08559,P072,2026-02-03,Defective
R00591,O04575,P093,2026-01-29,Customer Changed Mind
R00592,O05799,P078,2026-01-23,Customer Changed Mind
R00593,O06024,P072,2026-02-24,Damaged
R00594,O09078,P037,2025-11-11,Defective
R00595,O00014,P018,2026-02-22,Customer Changed Mind
R00596,O08060,P047,2026-03-06,Damaged
R00597,O05085,P062,2026-03-09,Defective
R00598,O03201,P019,2026-02-04,Damaged
R00599,O04542,P007,2026-02-18,Wrong Item
R00600,O05257,P066,2025-08-02,Wrong Item
R00601,O04202,P034,2025-10-22,Defective
R00602,O01952,P063,2025-07-27,Damaged
R00603,O00972,P029,2025-10-27,Wrong Item
R00604,O06301,P077,2025-09-05,Wrong Item
R00605,O09459,P092,2026-02-11,Customer Changed Mind
R00606,O06465,P013,2025-10-04,Damaged
R00607,O06760,P070,2025-09-07,Customer Changed Mind
R00608,O06597,P065,2026-01-25,Customer Changed Mind
R00609,O04259,P012,2025-08-02,Defective
R00610,O03114,P099,2025-11-30,Damaged
R00611,O07019,P048,2025-12-10,Defective
R00612,O08014,P095,2025-12-24,Customer Changed Mind
R00613,O00639,P020,2026-02-18,Customer Changed Mind
R00614,O05381,P037,2025-12-26,Damaged
R00615,O02579,P089,2025-07-23,Wrong Item
R00616,O02532,P045,2026-03-08,Damaged
R00617,O09102,P069,2026-03-09,Wrong Item
R00618,O03529,P025,2026-02-08,Wrong Item
R00619,O06547,P027,2026-02-07,Wrong Item
R00620,O04016,P049,2026-01-16,Wrong Item
R00621,O06165,P024,2026-01-26,Wrong Item
R00622,O07073,P016,2026-03-08,Defective
R00623,O05137,P067,2025-12-22,Defective
R00624,O04135,P057,2025-03-22,Defective
R00625,O01213,P096,2025-11-15,Wrong Item
R00626,O08096,P016,2026-02-17,Defective
R00627,O09636,P084,2026-03-02,Defective
R00628,O03428,P007,2026-01-26,Defective
R00629,O04047,P004,2026-01-24,Damaged
R00630,O01466,P093,2025-08-22,Wrong Item
R00631,O02623,P033,2026-02-26,Wrong Item
R00632,O01030,P016,2026-02-15,Customer Changed Mind
R00633,O04073,P077,2025-08-23,Customer Changed Mind
R00634,O06682,P060,2025-08-15,Damaged
R00635,O02229,P041,2026-01-25,Damaged
R00636,O02758,P057,2026-03-09,Wrong Item
R00637,O05453,P067,2025-11-11,Customer Changed Mind
R00638,O04169,P031,2026-03-03,Customer Changed Mind
R00639,O02687,P087,2025-11-08,Damaged
R00640,O08701,P049,2025-10-31,Customer Changed Mind
R00641,O09528,P075,2025-06-20,Defective
R00642,O00680,P016,2025-11-20,Wrong Item
R00643,O08821,P090,2026-03-05,Damaged
R00644,O06618,P034,2026-02-01,Customer Changed Mind
R00645,O07452,P091,2025-09-11,Customer Changed Mind
R00646,O03083,P048,2026-03-07,Wrong Item
R00647,O07577,P060,2026-02-26,Damaged
R00648,O02033,P037,2025-09-29,Customer Changed Mind
R00649,O02846,P051,2026-02-27,Defective
R00650,O06649,P021,2025-11-27,Damaged
R00651,O03699,P003,2025-07-04,Damaged
R00652,O05829,P075,2025-09-12,Wrong Item
R00653,O05068,P062,2026-02-23,Damaged
R00654,O03577,P090,2026-02-10,Damaged
R00655,O01586,P038,2025-12-30,Defective
R00656,O08896,P048,2025-11-16,Wrong Item
R00657,O02922,P017,2026-02-11,Customer Changed Mind
R00658,O05498,P039,2026-02-24,Defective
R00659,O09588,P090,2026-02-23,Customer Changed Mind
R00660,O03506,P090,2025-11-14,Damaged
R00661,O03030,P086,2025-10-15,Damaged
R00662,O00896,P095,2025-11-10,Wrong Item
R00663,O08710,P079,2025-11-16,Customer Changed Mind
R00664,O09975,P002,2025-12-14,Defective
R00665,O09008,P015,2025-09-25,Damaged
R00666,O08428,P017,2025-11-08,Defective
R00667,O04584,P079,2026-02-24,Defective
R00668,O02057,P099,2026-02-10,Customer Changed Mind
R00669,O06280,P031,2026-03-09,Customer Changed Mind
R00670,O07087,P088,2025-07-09,Customer Changed Mind
R00671,O09516,P041,2026-02-11,Defective
R00672,O08043,P082,2026-01-23,Customer Changed Mind
R00673,O06105,P031,2025-12-23,Wrong Item
R00674,O02031,P077,2026-02-27,Damaged
R00675,O08449,P019,2025-11-21,Wrong Item
R00676,O01630,P081,2026-03-05,Defective
R00677,O02036,P067,2025-06-10,Defective
R00678,O00273,P004,2026-02-17,Wrong Item
R00679,O08553,P061,2026-02-12,Damaged
R00680,O08114,P025,2026-02-21,Damaged
R00681,O07058,P005,2025-12-07,Wrong Item
R00682,O01679,P069,2025-11-30,Customer Changed Mind
R00683,O05756,P098,2025-05-08,Wrong Item
R00684,O07351,P041,2025-12-13,Defective
R00685,O00991,P038,2026-03-03,Defective
R00686,O08924,P042,2025-12-31,Wrong Item
R00687,O03686,P047,2026-03-07,Damaged
R00688,O03499,P003,2026-03-03,Damaged
R00689,O04403,P066,2026-01-06,Defective
R00690,O05331,P036,2025-06-12,Damaged
R00691,O07372,P098,2025-12-22,Damaged
R00692,O06516,P089,2025-08-14,Damaged
R00693,O03888,P032,2025-12-10,Defective
R00694,O06828,P029,2025-12-09,Defective
R00695,O02694,P090,2025-12-07,Customer Changed Mind
R00696,O04905,P044,2026-01-08,Customer Changed Mind
R00697,O03619,P001,2026-02-10,Damaged
R00698,O08889,P064,2025-12-25,Damaged
R00699,O01785,P028,2025-10-05,Customer Changed Mind
R00700,O05782,P059,2026-02-20,Customer Changed Mind
R00701,O05017,P044,2026-01-14,Damaged
R00702,O02892,P049,2025-10-18,Damaged
R00703,O06565,P024,2026-02-24,Customer Changed Mind
R00704,O08643,P048,2025-05-30,Customer Changed Mind
R00705,O03905,P020,2025-11-21,Wrong Item
R00706,O00662,P025,2025-10-27,Damaged
R00707,O04954,P042,2026-01-17,Damaged
R00708,O03616,P010,2026-03-09,Defective
R00709,O09785,P007,2025-11-11,Damaged
R00710,O06430,P062,2025-12-14,Defective
R00711,O00637,P016,2025-12-18,Damaged
R00712,O02582,P078,2025-06-12,Customer Changed Mind
R00713,O09248,P078,2025-09-30,Customer Changed Mind
R00714,O01285,P064,2025-11-22,Wrong Item
R00715,O00399,P019,2026-02-15,Defective
R00716,O03545,P059,2026-03-06,Damaged
R00717,O09165,P064,2025-12-16,Defective
R00718,O02739,P099,2025-12-31,Damaged
R00719,O05021,P031,2025-11-12,Customer Changed Mind
R00720,O06831,P019,2025-05-08,Customer Changed Mind
R00721,O08609,P056,2025-08-07,Customer Changed Mind
R00722,O08564,P034,2026-02-28,Defective
R00723,O03132,P035,2026-02-19,Damaged
R00724,O01391,P088,2026-01-02,Customer Changed Mind
R00725,O06657,P007,2026-01-18,Wrong Item
R00726,O08628,P028,2026-01-14,Defective
R00727,O00089,P003,2025-11-07,Damaged
R00728,O08312,P027,2025-10-01,Defective
R00729,O01357,P045,2026-03-06,Customer Changed Mind
R00730,O07852,P082,2025-12-27,Customer Changed Mind
R00731,O07769,P036,2026-02-26,Damaged
R00732,O05726,P042,2026-03-02,Customer Changed Mind
R00733,O03127,P097,2025-10-03,Wrong Item
R00734,O07919,P025,2025-05-08,Customer Changed Mind
R00735,O08328,P086,2026-01-04,Damaged
R00736,O00281,P081,2025-11-30,Customer Changed Mind
R00737,O06386,P058,2026-03-04,Defective
R00738,O06252,P012,2026-03-09,Customer Changed Mind
R00739,O08410,P054,2025-11-22,Wrong Item
R00740,O08746,P014,2025-11-24,Damaged
R00741,O01128,P035,2026-01-24,Wrong Item
R00742,O04549,P079,2025-10-07,Customer Changed Mind
R00743,O02886,P065,2025-11-27,Damaged
R00744,O08633,P049,2025-12-17,Defective
R00745,O02639,P094,2026-03-01,Defective
R00746,O03760,P029,2025-12-12,Defective
R00747,O06232,P024,2026-02-24,Damaged
R00748,O09468,P070,2026-02-09,Wrong Item
R00749,O05236,P007,2026-01-04,Customer Changed Mind
R00750,O09794,P005,2025-10-22,Damaged
R00751,O05649,P032,2026-02-14,Damaged
R00752,O05515,P067,2026-01-08,Customer Changed Mind
R00753,O03795,P099,2026-03-02,Damaged
R00754,O03782,P061,2025-10-26,Defective
R00755,O08055,P037,2026-03-08,Defective
R00756,O02054,P030,2026-03-07,Wrong Item
R00757,O04388,P027,2026-02-09,Wrong Item
R00758,O04854,P100,2025-10-26,Defective
R00759,O02656,P082,2026-03-09,Damaged
R00760,O01995,P016,2026-03-07,Defective
R00761,O04682,P056,2026-02-02,Wrong Item
R00762,O08572,P006,2025-09-30,Wrong Item
R00763,O08786,P099,2026-02-28,Damaged
R00764,O05770,P062,2026-01-18,Customer Changed Mind
R00765,O02241,P035,2025-09-19,Customer Changed Mind
R00766,O07073,P016,2026-03-08,Damaged
R00767,O04149,P056,2026-03-04,Customer Changed Mind
R00768,O07927,P060,2025-07-08,Wrong Item
R00769,O09370,P056,2026-03-05,Defective
R00770,O02869,P028,2026-02-18,Customer Changed Mind
R00771,O01305,P078,2025-12-29,Customer Changed Mind
R00772,O07149,P067,2025-11-04,Wrong Item
R00773,O05315,P091,2026-01-29,Damaged
R00774,O08586,P037,2026-03-04,Damaged
R00775,O05333,P024,2026-02-05,Defective
R00776,O02891,P079,2026-02-28,Customer Changed Mind
R00777,O07620,P013,2026-03-03,Damaged
R00778,O06883,P031,2026-02-16,Customer Changed Mind
R00779,O03254,P007,2026-02-18,Wrong Item
R00780,O02139,P069,2025-11-13,Defective
R00781,O07663,P022,2026-02-06,Customer Changed Mind
R00782,O05383,P019,2025-12-26,Customer Changed Mind
R00783,O02985,P074,2026-02-25,Wrong Item
R00784,O04073,P077,2025-10-20,Wrong Item
R00785,O04746,P041,2026-02-03,Customer Changed Mind
R00786,O07326,P005,2025-10-31,Damaged
R00787,O09020,P089,2025-07-23,Wrong Item
R00788,O04080,P005,2025-10-09,Customer Changed Mind
R00789,O09195,P013,2025-08-28,Wrong Item
R00790,O01332,P029,2025-10-27,Customer Changed Mind
R00791,O00541,P020,2025-12-06,Damaged
R00792,O08985,P064,2025-08-18,Customer Changed Mind
R00793,O06373,P030,2025-05-27,Wrong Item
R00794,O06877,P033,2025-09-15,Wrong Item
R00795,O00413,P073,2025-12-09,Customer Changed Mind
R00796,O07935,P085,2026-03-02,Damaged
R00797,O08058,P063,2025-07-23,Damaged
R00798,O06347,P085,2025-09-02,Damaged
R00799,O08919,P049,2026-01-02,Damaged
R00800,O07239,P066,2026-03-01,Damaged
R00801,O02464,P017,2025-07-27,Customer Changed Mind
R00802,O07762,P002,2025-11-19,Damaged
R00803,O02909,P011,2025-10-18,Customer Changed Mind
R00804,O04092,P084,2025-07-23,Wrong Item
R00805,O08725,P049,2025-11-26,Defective
R00806,O06068,P074,2026-01-29,Damaged
R00807,O04116,P033,2026-02-18,Damaged
R00808,O07692,P050,2026-02-25,Damaged
R00809,O03137,P048,2025-11-25,Damaged
R00810,O01411,P003,2026-03-05,Damaged
R00811,O01388,P031,2026-03-04,Customer Changed Mind
R00812,O09811,P086,2026-01-30,Wrong Item
R00813,O08987,P071,2025-12-17,Customer Changed Mind
R00814,O04407,P092,2025-12-15,Damaged
R00815,O05802,P078,2025-09-03,Defective
R00816,O03870,P050,2026-02-23,Damaged
R00817,O09093,P089,2025-10-21,Damaged
R00818,O09671,P004,2026-02-08,Customer Changed Mind
R00819,O02829,P032,2026-01-09,Wrong Item
R00820,O08377,P081,2026-01-30,Wrong Item
R00821,O09563,P001,2026-03-06,Defective
R00822,O07736,P038,2026-02-24,Wrong Item
R00823,O08271,P019,2026-01-21,Damaged
R00824,O04402,P083,2025-12-19,Damaged
R00825,O01778,P046,2026-03-09,Customer Changed Mind
R00826,O09411,P047,2025-12-19,Customer Changed Mind
R00827,O00245,P056,2025-09-01,Defective
R00828,O01709,P075,2025-08-13,Defective
R00829,O01296,P076,2026-02-02,Damaged
R00830,O05162,P042,2026-01-21,Wrong Item
R00831,O06414,P042,2025-05-01,Wrong Item
R00832,O09956,P092,2025-11-28,Damaged
R00833,O05034,P076,2026-03-01,Defective
R00834,O03950,P064,2025-12-06,Defective
R00835,O08346,P050,2026-03-08,Wrong Item
R00836,O02972,P036,2026-03-09,Defective
R00837,O07600,P015,2026-03-08,Wrong Item
R00838,O01460,P010,2025-07-01,Damaged
R00839,O08174,P064,2026-02-23,Defective
R00840,O08128,P073,2025-09-06,Customer Changed Mind
R00841,O04664,P033,2026-01-15,Wrong Item
R00842,O00278,P093,2026-01-11,Wrong Item
R00843,O06593,P076,2025-11-22,Damaged
R00844,O06386,P058,2026-03-01,Wrong Item
R00845,O03427,P028,2026-02-15,Damaged
R00846,O07571,P069,2025-11-16,Damaged
R00847,O01050,P033,2026-01-13,Customer Changed Mind
R00848,O02127,P092,2025-08-01,Customer Changed Mind
R00849,O09774,P093,2026-03-09,Defective
R00850,O00291,P022,2026-02-28,Defective
R00851,O04608,P017,2025-09-14,Customer Changed Mind
R00852,O07167,P006,2026-02-15,Customer Changed Mind
R00853,O06591,P024,2025-12-28,Customer Changed Mind
R00854,O04126,P079,2026-02-24,Defective
R00855,O09121,P052,2025-07-19,Wrong Item
R00856,O05941,P092,2025-11-14,Wrong Item
R00857,O06676,P009,2025-09-06,Defective
R00858,O04115,P071,2026-03-05,Defective
R00859,O06782,P060,2025-10-11,Damaged
R00860,O07932,P099,2026-01-19,Damaged
R00861,O07519,P004,2025-12-22,Wrong Item
R00862,O05487,P085,2026-03-02,Wrong Item
R00863,O02360,P016,2025-12-08,Defective
R00864,O04880,P089,2025-08-11,Wrong Item
R00865,O09252,P052,2026-02-26,Defective
R00866,O01583,P086,2025-11-21,Defective
R00867,O09649,P010,2026-02-23,Damaged
R00868,O04449,P009,2025-09-26,Wrong Item
R00869,O08505,P052,2026-02-25,Customer Changed Mind
R00870,O08442,P012,2025-05-11,Wrong Item
R00871,O01412,P061,2025-11-06,Damaged
R00872,O06949,P099,2025-12-02,Defective
R00873,O07230,P077,2026-02-10,Wrong Item
R00874,O06423,P054,2025-12-01,Defective
R00875,O08939,P047,2025-11-19,Damaged
R00876,O01269,P084,2026-02-04,Customer Changed Mind
R00877,O07988,P084,2026-02-03,Customer Changed Mind
R00878,O01200,P076,2025-09-23,Customer Changed Mind
R00879,O01629,P057,2026-02-20,Defective
R00880,O04403,P066,2026-02-28,Wrong Item
R00881,O06834,P014,2026-01-05,Defective
R00882,O02363,P022,2025-12-03,Customer Changed Mind
R00883,O09919,P092,2025-03-25,Customer Changed Mind
R00884,O07188,P031,2026-01-10,Damaged
R00885,O07625,P005,2026-02-28,Customer Changed Mind
R00886,O07528,P030,2026-01-19,Wrong Item
R00887,O08646,P087,2026-01-15,Wrong Item
R00888,O05979,P026,2025-11-18,Defective
R00889,O06619,P062,2025-12-20,Customer Changed Mind
R00890,O08224,P093,2025-07-18,Wrong Item
R00891,O03982,P081,2025-12-15,Defective
R00892,O09882,P033,2026-01-24,Wrong Item
R00893,O04538,P096,2026-02-21,Customer Changed Mind
R00894,O01622,P009,2025-07-22,Customer Changed Mind
R00895,O09321,P063,2025-11-19,Wrong Item
R00896,O00665,P067,2026-02-23,Damaged
R00897,O09796,P033,2025-12-20,Defective
R00898,O06739,P099,2025-09-14,Damaged
R00899,O05795,P026,2026-02-25,Wrong Item
R00900,O01485,P094,2026-01-21,Damaged
R00901,O08440,P002,2026-03-05,Defective
R00902,O00673,P025,2025-12-05,Defective
R00903,O09836,P068,2025-12-10,Defective
R00904,O05295,P032,2026-01-30,Customer Changed Mind
R00905,O04898,P064,2025-12-21,Customer Changed Mind
R00906,O05162,P042,2025-10-28,Defective
R00907,O07600,P015,2025-10-20,Customer Changed Mind
R00908,O05850,P091,2026-01-19,Defective
R00909,O04706,P081,2025-11-11,Wrong Item
R00910,O09112,P087,2026-02-09,Customer Changed Mind
R00911,O01931,P016,2026-02-27,Wrong Item
R00912,O00829,P005,2026-02-17,Customer Changed Mind
R00913,O09404,P098,2025-11-09,Damaged
R00914,O02577,P076,2025-10-07,Damaged
R00915,O09745,P098,2026-02-08,Customer Changed Mind
R00916,O09296,P008,2026-02-10,Wrong Item
R00917,O05010,P003,2025-07-12,Customer Changed Mind
R00918,O04293,P049,2026-02-14,Damaged
R00919,O05855,P094,2026-03-08,Wrong Item
R00920,O08917,P005,2026-02-11,Damaged
R00921,O02618,P002,2025-12-30,Wrong Item
R00922,O01538,P098,2026-03-01,Customer Changed Mind
R00923,O00091,P022,2025-08-27,Damaged
R00924,O01232,P014,2026-02-13,Wrong Item
R00925,O00342,P030,2026-01-06,Damaged
R00926,O01044,P074,2026-01-07,Wrong Item
R00927,O04858,P036,2026-01-25,Damaged
R00928,O04114,P046,2026-03-04,Wrong Item
R00929,O02468,P063,2025-07-23,Wrong Item
R00930,O04541,P058,2026-02-23,Defective
R00931,O01944,P068,2026-02-13,Defective
R00932,O08512,P041,2025-12-11,Defective
R00933,O02336,P016,2026-02-17,Defective
R00934,O02651,P084,2025-12-18,Damaged
R00935,O06758,P093,2025-10-25,Defective
R00936,O01787,P020,2026-02-16,Customer Changed Mind
R00937,O02772,P081,2025-11-17,Damaged
R00938,O09046,P059,2026-01-05,Customer Changed Mind
R00939,O02920,P088,2026-01-26,Wrong Item
R00940,O06885,P051,2026-02-04,Wrong Item
R00941,O03866,P007,2026-02-02,Defective
R00942,O01852,P038,2025-09-19,Defective
R00943,O06256,P007,2026-01-30,Wrong Item
R00944,O09694,P036,2026-02-15,Wrong Item
R00945,O00575,P036,2026-02-06,Wrong Item
R00946,O01099,P082,2025-12-31,Wrong Item
R00947,O05598,P011,2025-09-02,Damaged
R00948,O06203,P072,2026-01-18,Customer Changed Mind
R00949,O04942,P016,2025-12-28,Wrong Item
R00950,O04525,P053,2025-11-13,Defective
R00951,O06194,P030,2026-02-27,Damaged
R00952,O05841,P071,2025-11-15,Defective
R00953,O04152,P036,2025-09-15,Damaged
R00954,O03760,P029,2025-06-23,Damaged
R00955,O04920,P018,2025-12-23,Defective
R00956,O02268,P046,2025-08-01,Wrong Item
R00957,O08825,P079,2026-03-09,Defective
R00958,O05523,P083,2025-11-03,Damaged
R00959,O08220,P062,2025-11-14,Damaged
R00960,O06898,P089,2026-01-02,Defective
R00961,O07662,P040,2026-03-01,Customer Changed Mind
R00962,O02558,P035,2026-02-13,Customer Changed Mind
R00963,O06682,P060,2025-08-25,Damaged
R00964,O06323,P026,2025-11-29,Wrong Item
R00965,O07907,P010,2025-12-02,Damaged
R00966,O03624,P085,2026-01-09,Defective
R00967,O02768,P080,2025-09-06,Damaged
R00968,O00545,P020,2025-10-01,Defective
R00969,O09713,P033,2025-10-21,Damaged
R00970,O02819,P010,2026-03-07,Wrong Item
R00971,O07488,P043,2025-12-01,Wrong Item
R00972,O07498,P025,2025-12-08,Defective
R00973,O00212,P030,2025-12-06,Customer Changed Mind
R00974,O01301,P050,2025-07-02,Customer Changed Mind
R00975,O08771,P083,2026-01-09,Customer Changed Mind
R00976,O01342,P097,2025-10-29,Wrong Item
R00977,O07598,P094,2026-03-03,Customer Changed Mind
R00978,O00341,P015,2025-12-18,Wrong Item
R00979,O02899,P058,2025-05-24,Damaged
R00980,O03705,P036,2025-11-30,Wrong Item
R00981,O04967,P091,2026-02-08,Wrong Item
R00982,O07140,P022,2026-03-05,Wrong Item
R00983,O08928,P065,2026-03-06,Defective
R00984,O01518,P084,2025-03-30,Customer Changed Mind
R00985,O09516,P041,2026-02-18,Wrong Item
R00986,O04122,P055,2025-11-13,Wrong Item
R00987,O05563,P060,2025-11-16,Customer Changed Mind
R00988,O06115,P019,2026-01-27,Wrong Item
R00989,O02815,P012,2025-06-29,Defective
R00990,O06285,P091,2025-12-13,Customer Changed Mind
R00991,O08198,P072,2026-02-22,Defective
R00992,O02680,P063,2025-04-06,Defective
R00993,O03982,P081,2026-01-27,Defective
R00994,O01244,P037,2026-03-02,Wrong Item
R00995,O04587,P041,2025-12-25,Defective
R00996,O06915,P083,2026-01-01,Customer Changed Mind
R00997,O03077,P039,2025-11-15,Defective
R00998,O00012,P083,2025-10-24,Defective
R00999,O09346,P072,2025-12-05,Defective
R01000,O06566,P051,2026-02-04,Defective
R01001,O04178,P049,2026-02-24,Defective
R01002,O03627,P052,2026-02-27,Customer Changed Mind
R01003,O08537,P017,2025-08-22,Damaged
R01004,O05970,P007,2025-10-07,Damaged
R01005,O00912,P037,2026-03-01,Defective
R01006,O02408,P023,2026-01-30,Wrong Item
R01007,O01193,P071,2025-11-20,Wrong Item
R01008,O00574,P027,2026-03-08,Defective
R01009,O05412,P017,2026-01-15,Wrong Item
R01010,O08704,P086,2025-07-28,Wrong Item
R01011,O06553,P005,2026-01-01,Customer Changed Mind
R01012,O05554,P091,2025-10-26,Damaged
R01013,O04235,P002,2025-12-21,Damaged
R01014,O05183,P088,2026-01-21,Customer Changed Mind
R01015,O08575,P066,2025-12-16,Customer Changed Mind
R01016,O07691,P041,2026-01-07,Damaged
R01017,O02043,P029,2025-07-22,Wrong Item
R01018,O07100,P026,2025-11-08,Damaged
R01019,O06288,P061,2026-02-27,Customer Changed Mind
R01020,O04984,P016,2026-03-04,Wrong Item
R01021,O01294,P084,2026-02-21,Customer Changed Mind
R01022,O04639,P056,2026-01-03,Defective
R01023,O00460,P041,2026-02-04,Damaged
R01024,O01415,P093,2026-02-25,Wrong Item
R01025,O08190,P083,2025-12-22,Damaged
R01026,O08573,P056,2026-02-18,Defective
R01027,O01997,P011,2026-03-01,Damaged
R01028,O03456,P070,2026-02-07,Wrong Item
R01029,O02477,P027,2026-02-18,Damaged
R01030,O01660,P011,2025-12-17,Defective
R01031,O02884,P009,2025-10-14,Damaged
R01032,O02173,P039,2026-02-21,Wrong Item
R01033,O06541,P045,2026-02-17,Defective
R01034,O02737,P027,2026-01-18,Customer Changed Mind
R01035,O06307,P073,2025-12-23,Defective
R01036,O01265,P004,2026-02-22,Damaged
R01037,O01674,P074,2026-02-12,Damaged
R01038,O07072,P060,2026-03-04,Defective
R01039,O01851,P066,2026-01-29,Customer Changed Mind
R01040,O07884,P045,2026-03-08,Wrong Item
R01041,O04262,P039,2025-09-05,Customer Changed Mind
R01042,O03762,P034,2025-10-06,Damaged
R01043,O02692,P038,2025-12-11,Customer Changed Mind
R01044,O04503,P091,2026-01-26,Defective
R01045,O09623,P030,2026-01-02,Wrong Item
R01046,O04955,P045,2025-12-10,Customer Changed Mind
R01047,O06928,P080,2025-08-03,Damaged
R01048,O02282,P049,2025-10-26,Customer Changed Mind
R01049,O02249,P066,2026-01-24,Customer Changed Mind
R01050,O08687,P065,2026-03-07,Damaged
R01051,O07762,P002,2026-02-14,Customer Changed Mind
R01052,O02713,P020,2026-01-08,Damaged
R01053,O07784,P029,2025-07-03,Defective
R01054,O05130,P029,2025-11-20,Defective
R01055,O08758,P100,2026-01-16,Damaged
R01056,O07734,P073,2026-01-29,Customer Changed Mind
R01057,O03401,P050,2026-01-03,Damaged
R01058,O01541,P049,2025-09-23,Customer Changed Mind
R01059,O03705,P036,2026-02-17,Wrong Item
R01060,O03882,P041,2026-03-09,Wrong Item
R01061,O09976,P073,2025-06-06,Defective
R01062,O02795,P037,2026-01-30,Customer Changed Mind
R01063,O08755,P092,2025-05-30,Wrong Item
R01064,O06952,P007,2025-11-02,Customer Changed Mind
R01065,O08295,P020,2025-08-11,Customer Changed Mind
R01066,O09878,P020,2026-02-04,Wrong Item
R01067,O02432,P041,2025-12-25,Damaged
R01068,O04007,P024,2026-01-03,Wrong Item
R01069,O08548,P038,2026-02-20,Wrong Item
R01070,O05964,P077,2025-12-16,Wrong Item
R01071,O08442,P012,2025-08-07,Defective
R01072,O01908,P088,2026-01-09,Damaged
R01073,O05392,P017,2026-01-26,Wrong Item
R01074,O05937,P051,2025-11-08,Damaged
R01075,O03771,P091,2025-12-18,Defective
R01076,O00783,P009,2026-03-09,Wrong Item
R01077,O04504,P069,2026-01-26,Damaged
R01078,O09591,P051,2026-01-26,Defective
R01079,O02210,P070,2025-12-30,Damaged
R01080,O03427,P028,2026-01-22,Damaged
R01081,O05394,P090,2026-01-03,Defective
R01082,O07131,P046,2025-08-07,Defective
R01083,O01455,P043,2025-11-08,Customer Changed Mind
R01084,O09688,P083,2025-06-29,Customer Changed Mind
R01085,O08427,P052,2026-03-08,Customer Changed Mind
R01086,O05375,P070,2025-12-06,Wrong Item
R01087,O00773,P050,2025-08-30,Customer Changed Mind
R01088,O07754,P043,2026-03-07,Defective
R01089,O07055,P005,2025-11-21,Wrong Item
R01090,O04071,P044,2025-09-04,Wrong Item
R01091,O05732,P050,2026-03-03,Customer Changed Mind
R01092,O01344,P056,2025-12-14,Wrong Item
R01093,O09118,P051,2025-10-28,Defective
R01094,O02509,P044,2025-09-18,Customer Changed Mind
R01095,O05899,P021,2025-10-27,Damaged
R01096,O07013,P027,2025-12-29,Damaged
R01097,O07568,P086,2025-08-31,Wrong Item
R01098,O01446,P052,2025-06-04,Defective
R01099,O04986,P014,2026-02-24,Defective
R01100,O04955,P045,2025-11-08,Wrong Item
R01101,O06318,P010,2026-03-04,Customer Changed Mind
R01102,O04722,P087,2026-02-19,Wrong Item
R01103,O04978,P039,2026-03-03,Customer Changed Mind
R01104,O01092,P093,2026-01-05,Damaged
R01105,O09980,P048,2026-02-21,Wrong Item
R01106,O02391,P001,2025-12-04,Defective
R01107,O02523,P007,2026-02-12,Damaged
R01108,O01893,P072,2026-03-02,Defective
R01109,O07999,P011,2026-02-12,Damaged
R01110,O08072,P085,2026-02-05,Damaged
R01111,O03941,P079,2026-01-14,Damaged
R01112,O04303,P074,2026-02-10,Damaged
R01113,O01152,P017,2025-12-03,Defective
R01114,O02077,P066,2026-02-11,Damaged
R01115,O01615,P082,2025-12-16,Customer Changed Mind
R01116,O08937,P032,2026-02-05,Wrong Item
R01117,O02156,P087,2026-01-23,Wrong Item
R01118,O03055,P006,2025-09-17,Customer Changed Mind
R01119,O00584,P071,2025-08-12,Damaged
R01120,O02371,P092,2026-01-19,Damaged
R01121,O02002,P061,2025-08-19,Defective
R01122,O07396,P015,2025-12-28,Damaged
R01123,O06863,P069,2025-10-16,Customer Changed Mind
R01124,O06198,P005,2026-01-24,Damaged
R01125,O06656,P097,2025-10-10,Customer Changed Mind
R01126,O06704,P098,2026-02-25,Customer Changed Mind
R01127,O00025,P026,2026-01-30,Wrong Item
R01128,O01404,P091,2025-06-23,Damaged
R01129,O00190,P033,2026-01-19,Wrong Item
R01130,O09235,P072,2026-02-26,Customer Changed Mind
R01131,O00472,P072,2026-03-03,Defective
R01132,O00654,P005,2026-01-16,Customer Changed Mind
R01133,O04835,P013,2026-03-06,Wrong Item
R01134,O01853,P007,2025-09-13,Damaged
R01135,O00194,P026,2025-12-20,Wrong Item
R01136,O00349,P002,2025-11-02,Damaged
R01137,O04945,P012,2026-02-21,Wrong Item
R01138,O09999,P040,2025-07-12,Defective
R01139,O00130,P095,2026-02-11,Damaged
R01140,O03265,P091,2026-02-13,Damaged
R01141,O05079,P037,2025-10-27,Wrong Item
R01142,O04271,P038,2026-01-29,Defective
R01143,O08176,P099,2026-02-10,Damaged
R01144,O01908,P088,2025-06-15,Damaged
