order_id,customer_id,product_id,order_date,quantity
O02633,C0785,P048,2025-05-25,4
O02634,C0141,P052,2025-09-04,2
O02635,C0849,P076,2025-04-05,2
O02636,C0483,P045,2025-04-18,5
O02637,C1672,P002,2025-08-20,1
O02638,C0767,P001,2026-03-07,1
O02639,C1177,P094,2026-01-22,2
O02640,C0505,P076,2026-03-06,3
O02641,C0261,P098,2026-02-05,4
O02642,C0319,P035,2025-07-11,4
O02643,C0236,P028,2025-11-28,4
O02644,C1175,P005,2026-02-07,2
O02645,C1656,P089,2025-10-01,3
O02646,C0768,P066,2025-08-17,5
O02647,C1786,P032,2025-04-18,1
O02648,C1044,P013,2025-11-14,4
O02649,C1552,P021,2025-03-22,1
O02650,C0292,P064,2025-04-02,3
O02651,C0655,P084,2025-09-26,1
O02652,C0252,P037,2025-12-08,4
O02653,C0405,P098,2026-01-21,1
O02654,C0831,P042,2025-04-26,2
O02655,C0091,P057,2025-12-04,3
O02656,C1195,P082,2026-03-09,1
O02657,C0733,P088,2026-02-18,1
O02658,C0730,P064,2025-11-10,3
O02659,C1283,P031,2025-08-26,4
O02660,C1631,P086,2025-06-30,5
O02661,C1529,P065,2025-08-12,1
O02662,C0117,P085,2025-06-01,5
O02663,C0877,P018,2025-07-09,2
O02664,C1092,P043,2025-05-25,2
O02665,C1008,P053,2025-11-22,5
O02666,C1095,P016,2025-09-10,1
O02667,C1207,P037,2025-08-05,1
O02668,C1132,P064,2025-11-28,3
O02669,C1007,P016,2026-01-31,2
O02670,C0283,P025,2025-05-30,1
O02671,C1331,P077,2025-05-01,2
O02672,C1392,P049,2026-01-04,3
O02673,C0722,P098,2025-11-18,3
O02674,C1885,P039,2025-08-16,2
O02675,C0472,P100,2026-01-20,4
O02676,C0640,P065,2025-06-18,1
O02677,C0891,P058,2025-05-06,5
O02678,C1576,P009,2026-01-25,4
O02679,C1069,P086,2026-01-23,2
O02680,C1228,P063,2025-03-31,3
O02681,C1992,P063,2025-08-05,5
O02682,C0186,P021,2026-03-06,4
O02683,C0582,P062,2025-08-23,5
O02684,C0582,P021,2025-07-23,3
O02685,C0507,P070,2025-11-11,2
O02686,C1103,P001,2025-04-01,5
O02687,C1722,P087,2025-08-23,4
O02688,C0181,P087,2026-02-17,5
O02689,C0454,P032,2026-02-06,3
O02690,C1608,P067,2025-06-11,1
O02691,C0168,P073,2025-12-06,4
O02692,C0325,P038,2025-11-19,4
O02693,C1643,P036,2025-07-23,1
O02694,C0279,P090,2025-11-11,5
O02695,C0909,P010,2026-01-30,1
O02696,C0516,P027,2025-05-20,4
O02697,C1463,P031,2026-01-31,1
O02698,C0436,P091,2025-08-09,2
O02699,C0753,P030,2025-10-16,5
O02700,C1670,P047,2025-09-06,3
O02701,C0661,P059,2025-07-14,3
O02702,C1198,P047,2025-07-22,5
O02703,C0939,P090,2026-02-18,3
O02704,C1517,P079,2025-08-21,5
O02705,C1640,P050,2025-07-29,1
O02706,C0980,P036,2026-03-02,1
O02707,C0325,P046,2025-07-01,1
O02708,C0301,P030,2025-04-15,2
O02709,C1243,P076,2026-02-04,2
O02710,C0927,P093,2026-01-15,1
O02711,C1278,P077,2026-02-05,4
O02712,C1896,P012,2025-09-04,3
O02713,C1015,P020,2025-08-12,2
O02714,C0619,P098,2026-01-29,3
O02715,C0787,P037,2025-04-26,5
O02716,C0303,P047,2025-09-09,1
O02717,C0377,P091,2025-08-07,3
O02718,C0334,P056,2025-05-20,5
O02719,C0657,P016,2026-02-04,2
O02720,C0854,P074,2025-03-22,2
O02721,C1443,P089,2025-03-12,1
O02722,C0780,P021,2025-08-14,4
O02723,C1936,P052,2025-12-12,3
O02724,C1674,P069,2025-04-03,5
O02725,C0647,P010,2025-12-05,5
O02726,C0216,P060,2025-06-17,3
O02727,C0630,P069,2025-10-22,5
O02728,C0403,P004,2025-08-04,2
O02729,C0396,P012,2025-08-21,2
O02730,C0415,P049,2025-09-13,5
O02731,C1019,P064,2025-07-22,1
O02732,C0204,P056,2025-11-19,2
O02733,C0986,P084,2025-06-03,5
O02734,C0907,P060,2025-04-14,3
O02735,C1735,P052,2025-03-22,2
O02736,C0681,P092,2025-11-06,5
O02737,C0963,P027,2025-06-10,1
O02738,C1610,P079,2025-03-11,4
O02739,C1650,P099,2025-11-18,2
O02740,C1399,P017,2025-05-06,2
O02741,C0209,P031,2025-03-28,3
O02742,C1967,P073,2025-11-07,4
O02743,C1527,P044,2025-08-21,2
O02744,C0943,P027,2025-04-04,2
O02745,C1086,P035,2025-08-06,3
O02746,C0187,P076,2025-07-08,3
O02747,C0965,P034,2025-12-02,5
O02748,C0196,P014,2025-08-06,4
O02749,C1393,P049,2025-11-12,2
O02750,C0497,P065,2025-03-20,3
O02751,C0581,P037,2025-12-07,2
O02752,C1286,P043,2025-09-05,5
O02753,C0165,P073,2026-03-03,4
O02754,C0094,P008,2025-08-29,3
O02755,C1648,P044,2026-01-27,5
O02756,C1067,P076,2026-01-08,1
O02757,C1709,P094,2025-11-29,4
O02758,C0078,P057,2026-02-10,3
O02759,C1176,P041,2025-06-05,1
O02760,C1407,P025,2026-01-09,2
O02761,C0894,P071,2025-06-06,1
O02762,C0775,P090,2025-03-09,3
O02763,C1892,P030,2025-10-10,5
O02764,C0499,P024,2026-02-03,3
O02765,C1209,P039,2025-09-03,3
O02766,C1325,P083,2026-01-10,4
O02767,C0922,P014,2026-02-27,5
O02768,C0115,P080,2025-05-24,3
O02769,C0307,P078,2025-09-26,1
O02770,C0078,P046,2025-09-16,2
O02771,C1072,P001,2026-03-06,1
O02772,C1656,P081,2025-08-19,2
O02773,C1374,P016,2025-12-13,4
O02774,C0527,P007,2025-03-23,1
O02775,C0554,P038,2026-01-11,1
O02776,C1017,P010,2026-02-21,4
O02777,C1169,P074,2025-04-16,4
O02778,C1483,P001,2026-01-14,4
O02779,C0933,P093,2025-08-25,4
O02780,C1597,P033,2025-05-10,4
O02781,C1249,P064,2025-10-24,2
O02782,C1567,P014,2025-08-10,5
O02783,C0427,P097,2026-02-24,2
O02784,C0739,P094,2025-05-27,2
O02785,C1044,P076,2025-03-15,4
O02786,C1574,P016,2026-02-17,3
O02787,C0651,P033,2026-02-23,2
O02788,C0403,P032,2025-03-24,3
O02789,C1425,P035,2025-11-25,3
O02790,C0778,P065,2025-07-17,4
O02791,C1269,P050,2025-04-09,1
O02792,C1612,P036,2025-04-02,1
O02793,C0750,P034,2026-01-09,4
O02794,C0138,P026,2026-02-18,4
O02795,C0505,P037,2026-01-16,2
O02796,C1787,P042,2025-06-25,5
O02797,C0104,P022,2025-12-13,4
O02798,C0209,P084,2025-06-24,5
O02799,C1857,P030,2025-06-19,3
O02800,C1644,P036,2025-07-16,1
O02801,C0262,P078,2025-03-13,5
O02802,C1790,P027,2025-06-30,2
O02803,C1180,P033,2025-08-25,1
O02804,C0706,P070,2025-10-24,4
O02805,C1766,P063,2025-08-02,1
O02806,C1313,P061,2025-08-25,5
O02807,C1737,P047,2025-03-15,3
O02808,C0449,P029,2025-10-04,4
O02809,C1871,P025,2025-11-30,2
O02810,C0639,P031,2025-09-30,5
O02811,C0707,P056,2025-07-29,2
O02812,C0576,P059,2026-01-04,5
O02813,C1962,P035,2025-11-18,2
O02814,C0677,P027,2025-06-14,3
O02815,C0738,P012,2025-04-12,3
O02816,C0608,P088,2025-12-28,5
O02817,C0281,P023,2025-12-23,4
O02818,C0802,P045,2025-06-09,5
O02819,C1511,P010,2025-12-19,3
O02820,C1592,P031,2025-03-30,5
O02821,C1561,P001,2025-03-31,4
O02822,C1524,P022,2025-04-28,5
O02823,C0917,P019,2025-08-02,4
O02824,C1184,P052,2025-05-16,3
O02825,C0440,P065,2025-07-19,2
O02826,C1205,P061,2025-03-28,1
O02827,C1876,P020,2025-04-03,5
O02828,C0909,P093,2025-11-19,5
O02829,C0936,P032,2025-11-06,5
O02830,C1896,P079,2026-01-25,1
O02831,C1032,P052,2026-02-15,5
O02832,C1907,P023,2025-04-27,4
O02833,C0433,P094,2025-08-18,1
O02834,C1757,P002,2026-01-04,4
O02835,C1124,P021,2025-03-23,2
O02836,C1278,P041,2025-08-15,5
O02837,C0296,P077,2026-03-01,5
O02838,C1411,P017,2025-09-23,3
O02839,C1003,P033,2025-11-06,5
O02840,C0508,P065,2025-09-17,3
O02841,C1913,P030,2025-04-29,5
O02842,C0517,P067,2025-08-12,4
O02843,C1429,P061,2025-10-31,4
O02844,C1441,P083,2025-10-14,1
O02845,C1175,P027,2025-03-30,5
O02846,C1628,P051,2026-02-15,4
O02847,C0899,P019,2025-04-03,4
O02848,C0987,P034,2025-06-24,2
O02849,C1201,P042,2025-09-15,5
O02850,C1882,P073,2025-09-06,4
O02851,C1308,P091,2025-11-09,3
O02852,C1679,P028,2025-07-05,2
O02853,C1921,P057,2025-05-31,3
O02854,C1579,P097,2025-06-14,3
O02855,C0764,P079,2025-08-02,4
O02856,C0271,P029,2025-04-13,1
O02857,C1138,P094,2025-07-17,4
O02858,C0208,P096,2026-01-12,5
O02859,C1133,P096,2025-06-09,4
O02860,C0787,P030,2025-11-24,4
O02861,C0567,P013,2025-05-18,2
O02862,C1286,P093,2025-07-21,5
O02863,C0008,P012,2025-06-30,1
O02864,C0105,P082,2025-06-01,5
O02865,C1004,P022,2026-01-16,5
O02866,C1597,P032,2025-09-30,4
O02867,C0154,P041,2025-03-20,4
O02868,C0516,P098,2025-12-10,2
O02869,C1313,P028,2025-07-07,4
O02870,C1509,P073,2025-09-06,5
O02871,C0693,P035,2025-10-18,5
O02872,C0036,P100,2025-05-27,1
O02873,C1712,P058,2026-02-05,4
O02874,C0481,P065,2026-02-19,4
O02875,C0248,P013,2025-03-09,2
O02876,C0244,P092,2025-05-14,3
O02877,C1315,P023,2025-05-31,4
O02878,C1576,P072,2025-07-02,4
O02879,C0618,P063,2025-07-29,4
O02880,C0704,P012,2025-06-27,1
O02881,C0584,P060,2025-03-12,3
O02882,C0270,P020,2025-08-15,5
O02883,C0796,P036,2026-02-25,1
O02884,C1857,P009,2025-04-30,2
O02885,C1167,P064,2025-09-14,4
O02886,C0896,P065,2025-07-13,1
O02887,C1360,P013,2025-10-18,1
O02888,C1649,P017,2025-10-25,1
O02889,C1636,P035,2025-11-04,2
O02890,C0508,P014,2025-09-27,1
O02891,C0722,P079,2026-02-04,5
O02892,C1211,P049,2025-10-03,3
O02893,C0609,P080,2025-04-06,3
O02894,C1017,P079,2025-03-14,2
O02895,C1097,P083,2025-07-21,3
O02896,C1263,P088,2025-05-06,4
O02897,C0030,P023,2025-10-26,3
O02898,C1317,P028,2025-07-10,1
O02899,C0478,P058,2025-03-31,5
O02900,C1507,P054,2025-08-05,3
O02901,C1932,P023,2026-01-04,4
O02902,C0062,P062,2025-07-22,2
O02903,C0166,P059,2025-04-25,3
O02904,C1865,P079,2025-05-29,5
O02905,C1974,P050,2025-05-17,2
O02906,C1528,P076,2025-05-09,2
O02907,C0117,P089,2025-05-08,4
O02908,C1977,P052,2025-03-12,1
O02909,C0035,P011,2025-08-23,5
O02910,C1917,P027,2025-05-24,2
O02911,C1706,P019,2025-03-22,5
O02912,C0903,P098,2026-02-08,4
O02913,C0128,P004,2025-08-02,4
O02914,C0440,P010,2025-10-11,4
O02915,C1698,P090,2025-11-10,1
O02916,C0490,P007,2025-08-07,4
O02917,C0051,P053,2025-04-27,2
O02918,C1657,P072,2025-05-27,4
O02919,C1185,P051,2026-02-25,4
O02920,C1203,P088,2026-01-03,5
O02921,C0050,P089,2025-12-21,1
O02922,C0353,P017,2026-01-22,3
O02923,C0975,P009,2025-04-15,4
O02924,C1843,P048,2025-11-17,1
O02925,C1863,P007,2025-04-16,1
O02926,C0887,P028,2025-03-26,3
O02927,C0598,P058,2026-03-06,5
O02928,C0095,P073,2025-12-25,3
O02929,C1709,P029,2026-02-22,1
O02930,C0766,P093,2025-04-29,1
O02931,C1405,P072,2026-02-15,2
O02932,C0919,P079,2025-03-30,3
O02933,C0633,P093,2025-09-08,3
O02934,C0622,P081,2025-04-26,2
O02935,C1181,P001,2026-01-07,5
O02936,C0344,P056,2025-05-03,1
O02937,C1975,P037,2025-06-30,5
O02938,C0365,P020,2025-03-30,5
O02939,C1757,P029,2025-05-12,4
O02940,C1296,P067,2025-09-18,2
O02941,C0553,P038,2025-05-03,3
O02942,C0836,P037,2025-04-18,1
O02943,C1512,P004,2025-09-07,4
O02944,C0669,P018,2025-11-11,1
O02945,C1384,P012,2025-10-29,1
O02946,C0740,P072,2025-09-14,4
O02947,C1591,P005,2025-06-06,2
O02948,C1152,P010,2025-10-31,3
O02949,C0531,P085,2026-02-20,4
O02950,C1947,P031,2025-05-15,1
O02951,C1210,P074,2026-01-29,5
O02952,C0043,P081,2025-12-18,5
O02953,C1842,P056,2025-11-30,3
O02954,C0244,P004,2025-11-02,2
O02955,C1045,P053,2025-08-18,2
O02956,C1925,P006,2025-12-15,5
O02957,C1670,P038,2025-10-15,5
O02958,C1767,P030,2025-09-29,5
O02959,C1103,P072,2025-03-29,1
O02960,C0498,P005,2025-06-04,5
O02961,C0362,P022,2025-09-05,1
O02962,C1942,P081,2025-09-07,1
O02963,C0124,P069,2025-07-06,1
O02964,C1213,P021,2025-09-21,5
O02965,C1003,P012,2025-12-22,2
O02966,C1635,P089,2025-03-15,1
O02967,C1654,P005,2025-12-26,3
O02968,C1567,P017,2025-03-27,4
O02969,C1119,P034,2025-12-30,3
O02970,C1346,P039,2025-07-18,1
O02971,C0552,P067,2026-01-02,2
O02972,C1935,P036,2026-03-07,1
O02973,C1519,P032,2025-07-02,2
O02974,C1680,P021,2025-05-15,3
O02975,C0556,P022,2025-06-16,4
O02976,C0791,P057,2025-04-04,2
O02977,C0743,P084,2025-03-26,3
O02978,C1670,P010,2025-06-15,3
O02979,C0969,P088,2025-09-01,5
O02980,C1514,P089,2025-10-19,4
O02981,C0450,P024,2025-04-22,3
O02982,C0511,P023,2026-02-09,2
O02983,C0494,P041,2025-06-22,3
O02984,C0380,P004,2025-10-12,5
O02985,C1402,P074,2026-02-16,2
O02986,C0019,P080,2026-02-01,1
O02987,C1279,P092,2025-07-29,4
O02988,C0161,P018,2025-10-10,3
O02989,C0698,P002,2025-10-23,5
O02990,C1439,P055,2025-10-15,4
O02991,C0859,P064,2026-01-04,1
O02992,C1868,P052,2025-12-21,3
O02993,C1765,P010,2025-12-28,2
O02994,C0480,P075,2025-10-31,1
O02995,C1737,P007,2025-12-06,3
O02996,C1251,P074,2025-10-08,3
O02997,C1974,P060,2025-08-14,2
O02998,C0810,P054,2026-02-21,3
O02999,C0215,P027,2026-01-17,3
O03000,C0622,P051,2025-03-15,1
O03001,C0538,P031,2025-07-21,2
O03002,C0022,P083,2025-06-12,5
O03003,C1443,P051,2025-04-09,4
O03004,C0582,P091,2025-04-28,5
O03005,C1295,P076,2025-05-26,3
O03006,C1605,P010,2026-03-05,3
O03007,C0077,P061,2026-03-05,2
O03008,C1586,P065,2025-09-09,5
O03009,C1090,P066,2026-03-01,5
O03010,C0988,P097,2025-11-25,2
O03011,C0163,P010,2026-02-24,1
O03012,C1080,P074,2026-01-31,4
O03013,C1298,P095,2026-01-03,4
O03014,C0955,P093,2025-06-20,5
O03015,C1957,P090,2025-03-23,1
O03016,C0130,P077,2025-03-19,5
O03017,C0721,P035,2025-05-15,3
O03018,C1768,P057,2025-05-25,4
O03019,C1292,P029,2025-08-06,5
O03020,C1545,P093,2025-03-15,2
O03021,C1396,P047,2025-04-20,5
O03022,C0413,P014,2025-08-09,1
O03023,C1279,P059,2025-04-24,4
O03024,C1047,P002,2025-08-01,5
O03025,C1420,P057,2025-11-13,4
O03026,C0264,P093,2025-08-21,4
O03027,C1565,P063,2025-12-05,3
O03028,C1339,P005,2026-02-01,5
O03029,C1471,P011,2025-06-25,1
O03030,C0498,P086,2025-03-14,4
O03031,C1175,P056,2026-02-15,5
O03032,C1191,P010,2025-12-12,3
O03033,C0420,P044,2025-03-25,4
O03034,C0932,P078,2025-04-14,3
O03035,C1475,P023,2025-10-20,2
O03036,C1840,P045,2025-08-15,3
O03037,C0121,P096,2025-07-09,2
O03038,C0167,P008,2026-02-26,5
O03039,C0821,P059,2025-05-15,5
O03040,C1520,P073,2025-05-10,4
O03041,C1016,P086,2026-03-09,5
O03042,C1529,P038,2025-07-29,3
O03043,C0487,P062,2026-02-20,3
O03044,C0337,P018,2026-02-01,4
O03045,C0002,P052,2025-11-28,1
O03046,C1589,P017,2025-08-17,3
O03047,C1025,P050,2025-04-25,5
O03048,C0494,P003,2025-12-24,4
O03049,C0083,P011,2026-01-06,5
O03050,C0899,P039,2025-06-09,2
O03051,C1711,P039,2025-05-24,4
O03052,C0961,P066,2025-07-03,2
O03053,C1646,P006,2025-05-21,4
O03054,C1661,P098,2025-11-01,4
O03055,C1911,P006,2025-06-28,4
O03056,C0212,P067,2025-12-03,3
O03057,C1190,P065,2026-02-19,1
O03058,C0960,P045,2025-10-30,1
O03059,C1416,P047,2025-07-24,5
O03060,C1066,P036,2025-10-31,3
O03061,C0122,P013,2025-10-07,1
O03062,C1367,P084,2025-06-08,5
O03063,C0157,P053,2025-05-03,2
O03064,C0255,P064,2025-09-16,2
O03065,C1142,P093,2025-12-04,5
O03066,C1440,P058,2025-06-21,1
O03067,C0179,P060,2025-10-27,1
O03068,C1484,P022,2025-05-29,3
O03069,C1694,P045,2026-01-18,3
O03070,C0430,P036,2025-12-16,4
O03071,C1662,P095,2026-01-05,4
O03072,C1185,P053,2025-11-27,3
O03073,C1389,P005,2026-01-25,2
O03074,C0341,P077,2026-02-25,3
O03075,C0112,P017,2025-08-31,5
O03076,C0310,P092,2025-08-22,3
O03077,C1144,P039,2025-04-04,1
O03078,C0363,P075,2025-07-03,4
O03079,C0239,P093,2026-01-02,3
O03080,C1434,P078,2025-05-10,2
O03081,C1241,P068,2025-11-14,4
O03082,C0921,P073,2026-03-02,5
O03083,C1025,P048,2026-02-20,3
O03084,C1795,P020,2025-08-23,1
O03085,C1908,P031,2026-01-24,3
O03086,C0934,P022,2025-10-30,5
O03087,C1826,P015,2025-11-30,4
O03088,C0998,P057,2025-11-09,4
O03089,C1699,P091,2025-03-22,5
O03090,C0574,P032,2025-09-30,2
O03091,C0451,P004,2025-05-14,5
O03092,C0427,P032,2025-09-22,4
O03093,C1354,P012,2025-09-22,1
O03094,C0001,P021,2025-06-28,2
O03095,C1626,P074,2026-01-10,1
O03096,C1639,P053,2025-11-04,5
O03097,C0027,P007,2025-12-11,5
O03098,C1559,P083,2025-04-17,5
O03099,C1679,P054,2025-06-19,5
O03100,C1973,P023,2025-09-01,1
O03101,C0885,P023,2025-04-24,4
O03102,C0880,P053,2025-11-19,3
O03103,C0766,P053,2025-11-07,2
O03104,C1270,P029,2025-10-10,2
O03105,C1199,P005,2025-06-08,2
O03106,C1042,P049,2025-09-22,3
O03107,C1440,P080,2025-10-13,2
O03108,C1918,P035,2026-02-10,2
O03109,C0866,P005,2025-03-13,4
O03110,C1373,P018,2025-06-15,3
O03111,C1527,P038,2026-03-04,3
O03112,C0631,P095,2025-03-17,1
O03113,C0206,P040,2026-02-09,5
O03114,C0891,P099,2025-07-11,2
O03115,C0014,P091,2025-05-18,1
O03116,C0637,P079,2025-06-17,3
O03117,C1194,P061,2025-06-25,3
O03118,C1125,P055,2026-01-28,5
O03119,C1020,P028,2025-04-09,2
O03120,C1235,P021,2025-11-04,2
O03121,C0635,P072,2025-11-15,5
O03122,C1926,P047,2025-05-03,5
O03123,C0940,P022,2026-02-08,4
O03124,C0869,P049,2026-02-02,1
O03125,C1927,P031,2026-01-25,1
O03126,C1566,P003,2025-04-08,4
O03127,C0665,P097,2025-05-23,2
O03128,C1786,P098,2025-06-10,2
O03129,C0605,P034,2025-11-19,3
O03130,C0588,P032,2025-10-12,3
O03131,C1246,P092,2025-12-05,1
O03132,C1367,P035,2026-01-13,3
O03133,C0182,P045,2025-11-06,3
O03134,C0618,P097,2025-11-20,1
O03135,C0018,P006,2025-07-22,3
O03136,C1978,P039,2025-12-18,2
O03137,C0985,P048,2025-10-23,2
O03138,C1083,P032,2025-10-02,1
O03139,C0855,P045,2025-07-26,2
O03140,C0298,P026,2025-05-15,4
O03141,C0382,P099,2025-12-21,2
O03142,C0862,P034,2025-11-11,3
O03143,C1037,P035,2025-09-28,1
O03144,C0453,P052,2025-04-25,5
O03145,C1279,P003,2025-04-22,3
O03146,C0498,P054,2026-02-08,5
O03147,C0711,P078,2025-03-19,5
O03148,C0256,P047,2025-11-10,2
O03149,C1337,P005,2025-07-06,5
O03150,C0701,P097,2025-10-22,2
O03151,C0219,P067,2025-11-28,4
O03152,C1683,P073,2025-09-30,2
O03153,C1072,P039,2025-05-12,1
O03154,C0070,P027,2026-02-02,4
O03155,C1819,P054,2025-08-18,1
O03156,C0541,P068,2025-08-16,2
O03157,C1662,P042,2025-09-19,1
O03158,C0188,P085,2025-05-27,4
O03159,C0620,P078,2025-09-17,3
O03160,C1669,P034,2025-09-10,4
O03161,C0108,P084,2025-08-31,5
O03162,C0441,P070,2025-03-19,1
O03163,C1383,P081,2025-12-08,5
O03164,C0886,P012,2025-04-01,2
O03165,C0228,P045,2026-01-03,4
O03166,C1040,P078,2025-10-30,4
O03167,C0614,P028,2025-10-14,4
O03168,C0685,P070,2025-05-16,2
O03169,C0787,P099,2025-04-30,2
O03170,C1888,P025,2025-07-23,1
O03171,C1868,P039,2026-01-29,5
O03172,C1448,P030,2025-11-18,2
O03173,C1945,P089,2025-11-14,4
O03174,C1279,P057,2025-09-27,4
O03175,C1513,P033,2025-09-19,4
O03176,C0269,P089,2025-09-05,4
O03177,C1773,P044,2025-06-25,4
O03178,C0465,P035,2025-10-21,2
O03179,C1993,P078,2025-04-02,2
O03180,C1138,P035,2025-08-29,1
O03181,C0249,P024,2025-11-18,4
O03182,C1464,P034,2025-05-28,1
O03183,C0411,P047,2025-04-16,1
O03184,C0852,P087,2026-03-09,3
O03185,C0553,P078,2026-01-22,5
O03186,C0977,P083,2026-03-01,1
O03187,C1546,P067,2025-09-03,4
O03188,C1266,P002,2025-04-09,4
O03189,C1345,P063,2025-05-10,5
O03190,C1272,P062,2025-10-05,2
O03191,C1564,P040,2025-05-24,2
O03192,C0206,P030,2025-10-15,2
O03193,C0359,P044,2025-11-28,4
O03194,C0369,P019,2025-12-15,2
O03195,C1131,P067,2026-02-26,5
O03196,C1013,P063,2026-01-27,3
O03197,C1161,P033,2025-12-11,1
O03198,C1804,P076,2025-05-19,1
O03199,C0402,P042,2025-09-03,2
O03200,C1511,P068,2025-06-06,4
O03201,C0410,P019,2026-01-21,1
O03202,C0349,P060,2025-05-05,1
O03203,C1977,P059,2025-12-27,5
O03204,C0606,P043,2025-05-07,4
O03205,C1497,P013,2025-10-23,4
O03206,C0396,P009,2026-02-12,3
O03207,C1246,P003,2025-08-26,4
O03208,C0776,P086,2025-07-07,1
O03209,C1381,P089,2025-12-12,5
O03210,C0439,P041,2025-09-08,3
O03211,C0117,P032,2025-07-23,3
O03212,C1280,P039,2025-06-18,5
O03213,C1906,P085,2025-10-30,2
O03214,C1095,P006,2026-02-18,4
O03215,C1660,P080,2026-02-12,4
O03216,C1486,P007,2025-08-03,4
O03217,C0888,P050,2025-08-27,5
O03218,C0877,P084,2025-06-13,4
O03219,C1235,P018,2025-05-07,2
O03220,C1473,P034,2025-03-13,3
O03221,C0765,P050,2025-04-05,3
O03222,C1305,P002,2025-03-11,4
O03223,C1125,P020,2025-07-06,4
O03224,C0038,P097,2025-07-14,5
O03225,C0044,P040,2025-05-24,4
O03226,C1287,P059,2025-11-12,3
O03227,C1617,P001,2025-11-23,4
O03228,C1576,P052,2025-06-29,4
O03229,C1390,P097,2025-09-02,4
O03230,C1826,P065,2025-04-15,5
O03231,C0844,P075,2025-04-29,3
O03232,C0547,P039,2025-12-16,3
O03233,C0697,P015,2025-09-21,4
O03234,C0682,P011,2025-03-27,1
O03235,C1723,P069,2025-12-18,5
O03236,C0241,P069,2025-12-27,2
O03237,C1923,P016,2025-11-08,5
O03238,C1393,P030,2026-02-05,4
O03239,C1432,P052,2025-09-07,4
O03240,C1729,P018,2025-07-13,5
O03241,C0975,P072,2026-02-25,2
O03242,C0218,P066,2025-03-24,5
O03243,C0591,P097,2025-11-18,4
O03244,C0747,P046,2025-05-18,3
O03245,C1266,P014,2025-03-12,2
O03246,C1623,P057,2025-07-04,3
O03247,C0140,P044,2025-10-31,3
O03248,C0420,P062,2025-04-25,2
O03249,C0432,P086,2025-03-28,4
O03250,C1068,P061,2025-08-15,1
O03251,C0174,P042,2026-01-18,2
O03252,C1053,P005,2025-10-10,2
O03253,C1215,P001,2025-10-18,4
O03254,C1968,P007,2025-11-21,5
O03255,C0199,P091,2025-05-25,3
O03256,C0490,P017,2025-09-21,2
O03257,C1834,P029,2026-03-07,4
O03258,C0738,P076,2026-02-19,3
O03259,C0413,P012,2025-07-10,1
O03260,C1260,P039,2026-01-26,2
O03261,C0121,P020,2025-05-02,4
O03262,C0923,P033,2025-09-20,4
O03263,C0629,P002,2025-10-30,1
O03264,C1891,P016,2025-07-19,3
O03265,C0638,P091,2026-02-12,1
O03266,C1549,P079,2026-01-23,5
O03267,C0055,P065,2025-04-30,2
O03268,C0071,P022,2025-05-13,3
O03269,C1039,P024,2025-10-30,3
O03270,C0947,P051,2025-05-12,1
O03271,C1722,P068,2025-09-01,1
O03272,C1378,P065,2025-07-11,5
O03273,C1780,P064,2025-12-27,3
O03274,C1466,P073,2025-04-29,2
O03275,C0908,P051,2026-01-06,4
O03276,C0502,P063,2026-03-02,4
O03277,C1330,P091,2025-04-12,3
O03278,C1481,P001,2026-01-05,3
O03279,C0128,P089,2025-04-25,5
O03280,C0283,P084,2025-12-05,2
O03281,C1181,P022,2026-01-19,3
O03282,C0052,P003,2025-07-20,4
O03283,C1712,P014,2026-03-08,3
O03284,C0949,P078,2025-11-14,2
O03285,C1702,P080,2025-12-06,3
O03286,C1233,P074,2025-10-02,3
O03287,C1624,P076,2026-02-23,3
O03288,C1560,P098,2025-10-05,5
O03289,C1296,P074,2025-03-15,3
O03290,C1893,P086,2026-01-25,5
O03291,C0685,P007,2025-11-01,4
O03292,C1971,P093,2025-06-13,3
O03293,C0005,P015,2025-03-25,5
O03294,C1410,P019,2025-03-25,5
O03295,C0066,P070,2025-03-26,3
O03296,C1315,P084,2025-11-10,1
O03297,C1717,P099,2025-09-30,3
O03298,C0447,P032,2025-07-07,1
O03299,C0247,P012,2025-07-26,5
O03300,C0983,P093,2025-08-19,5
O03301,C0120,P075,2025-07-21,1
O03302,C0553,P065,2025-06-06,5
O03303,C1553,P025,2026-01-28,4
O03304,C1597,P068,2025-03-19,5
O03305,C0793,P055,2025-05-27,4
O03306,C0281,P091,2025-06-10,2
O03307,C0630,P022,2025-04-09,2
O03308,C1918,P038,2025-05-18,2
O03309,C0135,P044,2025-03-23,5
O03310,C0665,P023,2025-11-09,2
O03311,C0873,P018,2025-06-21,3
O03312,C1425,P011,2025-12-08,2
O03313,C0245,P045,2025-10-30,2
O03314,C0467,P048,2026-02-27,3
O03315,C1715,P083,2025-07-24,2
O03316,C0188,P088,2025-03-28,5
O03317,C0425,P097,2026-03-04,1
O03318,C1909,P045,2025-04-01,5
O03319,C1126,P044,2025-03-12,5
O03320,C0855,P074,2025-03-10,3
O03321,C1044,P076,2025-03-22,1
O03322,C0783,P017,2025-04-11,5
O03323,C0586,P089,2025-05-04,2
O03324,C1192,P005,2025-07-02,5
O03325,C0415,P062,2025-06-06,4
O03326,C0328,P018,2025-12-18,2
O03327,C0460,P068,2025-12-02,4
O03328,C1738,P053,2025-04-04,1
O03329,C1749,P001,2025-09-24,1
O03330,C0108,P022,2025-07-11,3
